product_id,product_category_english,product_category_portuguese,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_photos_qty,product_description_length,product_name_length,product_volume_cm3,product_size_tier,product_weight_tier,missing_photos_flag,missing_description_flag
d2c277a6bd8e9119fa1a84c70f3eab5d,furniture decor,moveis decoracao,2750.00,60.00,15.00,30.00,1,133,40,27000.00,Large,Heavy,0,0
570df4c7c2a1ba5d810f27b93c584232,sports leisure,esporte lazer,1200.00,19.00,19.00,16.00,1,621,48,5776.00,Medium,Heavy,0,0
3f3bb9a9009cafb307bc91e3d8a507b9,furniture decor,moveis decoracao,7600.00,100.00,7.00,65.00,2,208,63,45500.00,Large,Very Heavy,0,0
ad0ee460b80a7d61b2bb7ef4074726bb,telephony,telefonia,50.00,16.00,3.00,11.00,10,540,34,528.00,Extra Small,Light,0,0
9ef3514cbcbf73d8b7d294036f99737f,housewares,utilidades domesticas,1650.00,69.00,10.00,40.00,3,1708,53,27600.00,Large,Heavy,0,0
d0d2f2b156caf4eecf8a6a9d25e52d36,kitchen dining laundry garden furniture,moveis cozinha area de servico jantar e jardim,9200.00,75.00,30.00,76.00,1,328,28,171000.00,Extra Large,Very Heavy,0,0
f6b848f09b07fa4ea068f8efc83174d7,furniture decor,moveis decoracao,1600.00,50.00,20.00,40.00,1,144,58,40000.00,Large,Heavy,0,0
09cbb58b67d2f010f3ce6ae6196f1ed9,furniture decor,moveis decoracao,1900.00,65.00,12.00,12.00,1,592,41,9360.00,Medium,Heavy,0,0
c9a8800476293bb678ba46cf7df04460,auto,automotivo,4800.00,55.00,20.00,20.00,1,202,51,22000.00,Large,Heavy,0,0
d89b65ae21c1eed8128aafb8c3c553fe,construction tools construction,construcao ferramentas construcao,1400.00,16.00,16.00,53.00,3,952,56,13568.00,Medium,Heavy,0,0
aa8d88eb4b9cb38894e33fa624c4287f,watches gifts,relogios presentes,250.00,16.00,2.00,11.00,4,335,54,352.00,Extra Small,Medium,0,0
c4defdb2bce4d658abde5891e3be4bb3,perfumery,perfumaria,8250.00,38.00,18.00,22.00,2,367,49,15048.00,Large,Very Heavy,0,0
479c131b7a9955b2e137e8d8d2187c63,bed bath table,cama mesa banho,1400.00,34.00,12.00,40.00,1,372,50,16320.00,Large,Heavy,0,0
cebad0ed16ecd450b97d2be843d3da86,uncategorised,uncategorised,800.00,16.00,20.00,15.00,0,0,0,4800.00,Small,Medium,1,1
b2e22c958b453a43a650a579dcac2e43,watches gifts,relogios presentes,438.00,18.00,10.00,14.00,1,473,45,2520.00,Small,Medium,0,0
b9a4af1c160ac5edcc68db0b88785ea1,electronics,eletronicos,400.00,23.00,2.00,13.00,2,510,44,598.00,Extra Small,Medium,0,0
8fcc1d90544dc9032e38da313cd5d278,consoles games,consoles games,180.00,21.00,6.00,17.00,1,117,43,2142.00,Small,Light,0,0
e59c0bdd870c05d20216271d1d605a08,sports leisure,esporte lazer,983.00,24.00,26.00,22.00,1,781,50,13728.00,Medium,Medium,0,0
d3d2f358e7e92dbbbc0a37d0b7435253,housewares,utilidades domesticas,2400.00,34.00,31.00,24.00,1,2108,58,25296.00,Large,Heavy,0,0
0c1d4f1cb61aefcfa34ff848581eebcd,watches gifts,relogios presentes,500.00,16.00,11.00,17.00,5,907,57,2992.00,Small,Medium,0,0
1c3a3b443f2cc220733fbd7b49841187,perfumery,perfumaria,453.00,21.00,11.00,14.00,1,795,52,3234.00,Small,Medium,0,0
e5ff2945f13a69162a72acc5170ba684,bed bath table,cama mesa banho,20600.00,61.00,52.00,44.00,1,303,58,139568.00,Extra Large,Very Heavy,0,0
95ed6e881d471156e430b8546ea76ba5,computers accessories,informatica acessorios,240.00,20.00,16.00,15.00,1,501,60,4800.00,Small,Medium,0,0
484619f908431240f47e8c9e96ca00d1,computers accessories,informatica acessorios,400.00,30.00,11.00,20.00,3,1549,48,6600.00,Medium,Medium,0,0
efd468c6398ce7cfa6b74b2d663a0b5c,auto,automotivo,100.00,32.00,2.00,24.00,1,701,59,1536.00,Small,Light,0,0
7058b559d90923e6e2a76b2e67f6f63c,health beauty,beleza saude,1025.00,31.00,20.00,20.00,2,3071,53,12400.00,Medium,Heavy,0,0
8bba4a8de8b5de57c7ff105d043254dc,health beauty,beleza saude,1550.00,24.00,38.00,24.00,1,1849,56,21888.00,Large,Heavy,0,0
04c51bd1943710a970c0331518cdd2a9,sports leisure,esporte lazer,350.00,22.00,5.00,12.00,4,432,35,1320.00,Small,Medium,0,0
e9c49fc758728b084498862fcabf3c5e,toys,brinquedos,19600.00,45.00,50.00,45.00,3,920,60,101250.00,Extra Large,Very Heavy,0,0
5900bded018b6ea12771f169967122d2,signaling and security,sinalizacao e seguranca,27100.00,38.00,100.00,38.00,1,585,39,144400.00,Extra Large,Very Heavy,0,0
f727147ccedba9da38dc2ab8b496a444,home appliances,eletrodomesticos,800.00,16.00,45.00,35.00,1,245,60,25200.00,Large,Medium,0,0
3f7e7c162952dff0662dcc6186d82a57,baby,bebes,2000.00,50.00,25.00,40.00,2,1152,30,50000.00,Extra Large,Heavy,0,0
668e8ee8f69c3545109fc40f72336e8f,sports leisure,esporte lazer,1000.00,35.00,10.00,20.00,5,626,48,7000.00,Medium,Heavy,0,0
905a4d693124aa4be9299d68ee7ebd91,housewares,utilidades domesticas,2550.00,58.00,43.00,25.00,1,434,51,62350.00,Extra Large,Heavy,0,0
23af6f1d463d55ba48b5b89085acb74b,auto,automotivo,1525.00,68.00,9.00,36.00,5,691,60,22032.00,Large,Heavy,0,0
1c928305f64aa4a643ca1c969c0abad7,auto,automotivo,150.00,25.00,7.00,16.00,1,431,46,2800.00,Small,Light,0,0
6d6c510f2222e168bf3b6b67e24c9535,computers accessories,informatica acessorios,517.00,16.00,12.00,15.00,1,273,33,2880.00,Small,Medium,0,0
64fb265487de2238627ce43fe8a67efc,bed bath table,cama mesa banho,1825.00,44.00,14.00,34.00,1,329,55,20944.00,Large,Heavy,0,0
42f03aab9564c9b88c5d269eee68a79d,stationery,papelaria,1000.00,25.00,55.00,45.00,3,126,60,61875.00,Extra Large,Heavy,0,0
2741993686da5b94521e019e9181ed1b,sports leisure,esporte lazer,400.00,30.00,10.00,15.00,5,862,57,4500.00,Small,Medium,0,0
c55c23548ed13b6e14bb2e516180f83c,baby,bebes,250.00,70.00,5.00,35.00,2,471,48,12250.00,Medium,Medium,0,0
d4257bb9c6abde06be66858be5e4e6e7,office furniture,moveis escritorio,20300.00,57.00,55.00,22.00,1,476,59,68970.00,Extra Large,Very Heavy,0,0
5d78060c4b02296fb129822fe0ac9ccd,toys,brinquedos,600.00,20.00,20.00,20.00,4,255,43,8000.00,Medium,Medium,0,0
e7d7558873ff13253317bd0aac27f072,telephony,telefonia,100.00,19.00,3.00,11.00,10,382,19,627.00,Extra Small,Light,0,0
754abbe178ba64e121856bdf42c6813d,health beauty,beleza saude,525.00,20.00,6.00,11.00,2,560,43,1320.00,Small,Medium,0,0
555c681a23ca3d3adaaf1a74122b5bcf,computers accessories,informatica acessorios,5323.00,22.00,24.00,39.00,1,1883,55,20592.00,Large,Very Heavy,0,0
300033210146d71650e4805754be6a45,furniture decor,moveis decoracao,450.00,18.00,16.00,16.00,1,423,35,4608.00,Small,Medium,0,0
e6c30d6c9696ee10542e7e25dcdffa92,garden tools,ferramentas jardim,1200.00,52.00,8.00,11.00,1,250,45,4576.00,Small,Heavy,0,0
a993630a8281d440f812efcb8dec5c68,sports leisure,esporte lazer,3050.00,28.00,24.00,11.00,2,920,42,7392.00,Medium,Heavy,0,0
afdb06ebeca917512783bcbaa8ed28c0,auto,automotivo,1800.00,52.00,5.00,52.00,4,568,56,13520.00,Medium,Heavy,0,0
57eea82fdaafa70e1bda51d338583f9b,perfumery,perfumaria,100.00,16.00,11.00,14.00,2,960,45,2464.00,Small,Light,0,0
37ffcf68086496e428431de29b0b394d,sports leisure,esporte lazer,900.00,60.00,7.00,58.00,4,834,54,24360.00,Large,Medium,0,0
84d587fc7738e0359fa9ec3e9620c45c,auto,automotivo,1100.00,25.00,20.00,20.00,1,1145,55,10000.00,Medium,Heavy,0,0
8155728af949f234b666bf60ed257e6a,bed bath table,cama mesa banho,550.00,34.00,23.00,43.00,1,280,57,33626.00,Large,Medium,0,0
b1bd2eebcf90443f4f17e71bb89468a2,sports leisure,esporte lazer,200.00,16.00,15.00,15.00,1,520,52,3600.00,Small,Medium,0,0
c6aa164ce2d179e87318dacf63ba9d9f,bed bath table,cama mesa banho,583.00,28.00,2.00,23.00,1,766,54,1288.00,Small,Medium,0,0
0e4ed218b40ef29464d9a9c778ea123f,toys,brinquedos,1050.00,16.00,13.00,12.00,2,389,36,2496.00,Small,Heavy,0,0
9e56753b5a372958503c899615659254,housewares,utilidades domesticas,1000.00,38.00,39.00,38.00,1,208,47,56316.00,Extra Large,Heavy,0,0
bdf89d6a5ed033f3e4fb1266fc445f81,housewares,utilidades domesticas,1225.00,20.00,17.00,15.00,1,194,59,5100.00,Medium,Heavy,0,0
02a3073438c0d024f60e34a05bd340c4,auto,automotivo,850.00,41.00,45.00,11.00,1,732,51,20295.00,Large,Medium,0,0
be7af429d53adfab190dacdaad6a1c9b,stationery,papelaria,21800.00,55.00,50.00,40.00,1,2562,54,110000.00,Extra Large,Very Heavy,0,0
b19a2365309dfdd579a0383bfbe17416,furniture decor,moveis decoracao,400.00,40.00,10.00,30.00,1,630,57,12000.00,Medium,Medium,0,0
332ada06f1c62d8a675e44330d53f785,pet shop,pet shop,500.00,20.00,40.00,12.00,1,606,47,9600.00,Medium,Medium,0,0
d85783d7c896fdb2fadbbc19c6a1c58e,uncategorised,uncategorised,700.00,30.00,12.00,20.00,0,0,0,7200.00,Medium,Medium,1,1
8c8361199b662437db44cff3bb7686ec,auto,automotivo,100.00,24.00,2.00,17.00,4,1066,56,816.00,Extra Small,Light,0,0
7c263994ef32b8ced2fa464a5d4312a8,fashion shoes,fashion calcados,800.00,22.00,12.00,33.00,4,404,54,8712.00,Medium,Medium,0,0
c3097e07a0a5de0d4b4c836d90c5a284,electronics,eletronicos,200.00,22.00,11.00,16.00,1,425,43,3872.00,Small,Medium,0,0
e5130ccb07bdb4424ec93754a54c917f,health beauty,beleza saude,1000.00,19.00,28.00,17.00,1,966,60,9044.00,Medium,Heavy,0,0
a425439bda03235c54fcb21e14f3865d,office furniture,moveis escritorio,3950.00,18.00,23.00,27.00,2,848,40,11178.00,Medium,Heavy,0,0
6845447c5d4495dcddca6e6b494df3e7,bed bath table,cama mesa banho,1950.00,40.00,6.00,35.00,4,1337,55,8400.00,Medium,Heavy,0,0
c36bf06e0eb9da82511d954d8f25114c,housewares,utilidades domesticas,300.00,30.00,11.00,20.00,5,456,56,6600.00,Medium,Medium,0,0
15f17270133dfedc0e1064782a60e374,cool stuff,cool stuff,6000.00,52.00,44.00,27.00,3,305,51,61776.00,Extra Large,Very Heavy,0,0
90d6c0080350ceabdb86561709163786,construction tools lights,construcao ferramentas iluminacao,400.00,20.00,20.00,20.00,3,329,51,8000.00,Medium,Medium,0,0
6dceb64b44142aeb9fe7397dfefae705,auto,automotivo,150.00,24.00,2.00,17.00,2,348,32,816.00,Extra Small,Light,0,0
ad673c1cd02b966e931f9db4fdc34791,computers accessories,informatica acessorios,350.00,22.00,11.00,17.00,3,1321,39,4114.00,Small,Medium,0,0
065554bfe0244b9f5f6414f332106a21,flowers,flores,800.00,30.00,15.00,20.00,1,145,46,9000.00,Medium,Medium,0,0
8d5ab785e6761f35bf54eca83846dd2e,furniture decor,moveis decoracao,350.00,32.00,2.00,22.00,1,401,57,1408.00,Small,Medium,0,0
0a9c1eb587d41f043827b05a8b02070a,sports leisure,esporte lazer,500.00,49.00,12.00,27.00,4,695,41,15876.00,Large,Medium,0,0
8bbaacd2cacfabe138774ccbebe689f9,sports leisure,esporte lazer,900.00,27.00,12.00,49.00,3,522,33,15876.00,Large,Medium,0,0
82029e5d2411cd3a74021d94ee87d457,fixed telephony,telefonia fixa,508.00,16.00,17.00,17.00,2,535,51,4624.00,Small,Medium,0,0
2d771944d4a7dc7d95d974cfe4be96ff,christmas supplies,artigos de natal,55.00,30.00,2.00,21.00,1,411,46,1260.00,Small,Light,0,0
958cd4fc82ce0223c757f47bc9d67e23,auto,automotivo,1550.00,23.00,12.00,16.00,6,1275,59,4416.00,Small,Heavy,0,0
c37123a4ab536f2b55e1164f5759318a,cool stuff,cool stuff,150.00,17.00,8.00,17.00,4,1906,60,2312.00,Small,Light,0,0
aa050bcc1f43af01b044c36285bbb87c,construction tools construction,construcao ferramentas construcao,450.00,28.00,4.00,13.00,2,1519,57,1456.00,Small,Medium,0,0
ce4564d6cb17bf0139f4a0860565c338,housewares,utilidades domesticas,1300.00,38.00,27.00,16.00,1,583,51,16416.00,Large,Heavy,0,0
9b1954fdd0f9b4ef4ee2d267ac9de4bd,health beauty,beleza saude,100.00,19.00,11.00,11.00,3,964,33,2299.00,Small,Light,0,0
03b58043df5d7424df7eac2be2511c51,cool stuff,cool stuff,1650.00,30.00,4.00,30.00,2,645,56,3600.00,Small,Heavy,0,0
b84c4c7f1845f068f40e350865b803fa,health beauty,beleza saude,1400.00,42.00,12.00,11.00,4,865,55,5544.00,Medium,Heavy,0,0
8213da1c8eae3aa3fa5c70d87fc1581c,housewares,utilidades domesticas,550.00,16.00,32.00,11.00,1,1002,50,5632.00,Medium,Medium,0,0
f55169632cc26dde7d6f83fb5524a983,party supplies,artigos de festas,4650.00,33.00,18.00,33.00,1,358,58,19602.00,Large,Heavy,0,0
6d4c6c09abd1a1ca5f30f96341aa5555,computers accessories,informatica acessorios,200.00,18.00,16.00,13.00,7,866,56,3744.00,Small,Medium,0,0
b5a7564f1621cb776aefe6ce4e63b953,auto,automotivo,237.00,19.00,7.00,15.00,2,273,43,1995.00,Small,Medium,0,0
9adf1fe77e9fd5f8d3ade939b291029c,sports leisure,esporte lazer,200.00,18.00,18.00,18.00,1,849,39,5832.00,Medium,Medium,0,0
62a183c5f3895060ba1a8f1415694908,fashion bags accessories,fashion bolsas e acessorios,100.00,16.00,9.00,11.00,5,602,45,1584.00,Small,Light,0,0
4f74d757aae5755017f9afc37c65afa6,construction tools construction,construcao ferramentas construcao,2300.00,37.00,15.00,37.00,2,566,32,20535.00,Large,Heavy,0,0
566837caf82af3f65421f9d9d8820a27,furniture decor,moveis decoracao,700.00,25.00,2.00,17.00,1,385,56,850.00,Extra Small,Medium,0,0
3ba2b0de14984ce8f072c58be8d701dd,toys,brinquedos,6133.00,44.00,35.00,48.00,4,1164,59,73920.00,Extra Large,Very Heavy,0,0
a7ae89769bab33a607946e0fb4a9c7c9,housewares,utilidades domesticas,3300.00,36.00,15.00,29.00,1,204,56,15660.00,Large,Heavy,0,0
461f43be3bdf8844e65b62d9ac2c7a5a,watches gifts,relogios presentes,444.00,20.00,14.00,16.00,3,591,35,4480.00,Small,Medium,0,0
d3a82491c369d2be35eccefe6ae8306e,watches gifts,relogios presentes,300.00,20.00,15.00,20.00,4,2101,39,6000.00,Medium,Medium,0,0
7c256e07dc557658d97d070c34cde789,sports leisure,esporte lazer,6150.00,30.00,40.00,40.00,5,2307,58,48000.00,Large,Very Heavy,0,0
c72edc98e7d77f0c4c04ec80730c05f5,sports leisure,esporte lazer,700.00,26.00,14.00,24.00,1,370,18,8736.00,Medium,Medium,0,0
b7733895fca54f6ce4af8c29a3056680,computers accessories,informatica acessorios,50.00,16.00,8.00,11.00,2,176,56,1408.00,Small,Light,0,0
7ce4db889dbcd395526f583dbbd40080,bed bath table,cama mesa banho,1400.00,42.00,9.00,36.00,1,661,50,13608.00,Medium,Heavy,0,0
eda35b044961997f258dbd749bce05cf,computers accessories,informatica acessorios,1000.00,20.00,30.00,20.00,2,452,60,12000.00,Medium,Heavy,0,0
4e299043dd819cc6f103f77b4bcf11eb,bed bath table,cama mesa banho,4000.00,45.00,14.00,42.00,1,294,53,26460.00,Large,Heavy,0,0
6877393202eb24747508f62474a2c1c7,home construction,casa construcao,800.00,16.00,29.00,16.00,7,919,53,7424.00,Medium,Medium,0,0
a1b99f381afecd76d7e05ebe6542bcc3,toys,brinquedos,1100.00,20.00,55.00,35.00,2,192,34,38500.00,Large,Heavy,0,0
27822f63a7f1bbbf439dfbdbec05b129,uncategorised,uncategorised,8800.00,40.00,40.00,30.00,0,0,0,48000.00,Large,Very Heavy,1,1
df676834e2a38e1bf267bd85a2dc8e3a,watches gifts,relogios presentes,550.00,17.00,14.00,15.00,1,987,43,3570.00,Small,Medium,0,0
efe89e1f6cc1e32f1971afcd4d56a4b7,health beauty,beleza saude,4000.00,24.00,24.00,16.00,1,2211,38,9216.00,Medium,Heavy,0,0
fa3ca099d117071049858cc82aafdcfb,sports leisure,esporte lazer,20950.00,70.00,41.00,54.00,4,345,59,154980.00,Extra Large,Very Heavy,0,0
f565767fe2205fbf1e7c0d1c2fc5773b,stationery,papelaria,1100.00,50.00,12.00,25.00,3,132,42,15000.00,Large,Heavy,0,0
c93b1a2e204567ed8b8b59a99456f8c4,auto,automotivo,5400.00,50.00,40.00,40.00,1,348,34,80000.00,Extra Large,Very Heavy,0,0
bedb45388f9f994c1ce963354fd32469,sports leisure,esporte lazer,2650.00,20.00,10.00,25.00,1,393,52,5000.00,Medium,Heavy,0,0
cfd6c873a8d86ecd3a2cc3b96fc63729,baby,bebes,13450.00,60.00,32.00,42.00,1,498,25,80640.00,Extra Large,Very Heavy,0,0
e1e932dfb67414e80b87ad97688cf2a3,toys,brinquedos,3850.00,52.00,7.00,55.00,5,404,45,20020.00,Large,Heavy,0,0
9749d8875e250b3cb65d938c46efac5a,furniture decor,moveis decoracao,3000.00,50.00,14.00,44.00,2,400,27,30800.00,Large,Heavy,0,0
c221338cf5bbc53a58d3f15b3620e1f0,auto,automotivo,12550.00,50.00,30.00,50.00,1,295,57,75000.00,Extra Large,Very Heavy,0,0
85f2efd301728b2f8f012f776d932fa2,cool stuff,cool stuff,400.00,47.00,3.00,37.00,2,151,43,5217.00,Medium,Medium,0,0
a3e8b232951525e76e82577bd3729173,baby,bebes,500.00,36.00,7.00,25.00,2,609,33,6300.00,Medium,Medium,0,0
c647d965c3bd45fa151a61dc4233b7cc,uncategorised,uncategorised,1000.00,16.00,50.00,12.00,0,0,0,9600.00,Medium,Heavy,1,1
8c90d88939a7bce735c315d9d8cd5274,pet shop,pet shop,200.00,20.00,7.00,14.00,2,1566,50,1960.00,Small,Medium,0,0
ab6894479165254fa26f0fbb31c53ce4,bed bath table,cama mesa banho,9900.00,50.00,30.00,40.00,6,731,55,60000.00,Extra Large,Very Heavy,0,0
cf0d29a0ea1464f4c3e5594d0746c51b,telephony,telefonia,100.00,16.00,3.00,11.00,13,365,39,528.00,Extra Small,Light,0,0
4749c60e1d85abdf15d45092c5a2cde2,housewares,utilidades domesticas,1400.00,27.00,21.00,21.00,3,2073,40,11907.00,Medium,Heavy,0,0
6bd4d02c882f26ee1a4a2d037935382b,home construction,casa construcao,200.00,22.00,7.00,20.00,4,270,63,3080.00,Small,Medium,0,0
fc4179aaee80873ac630e593d669256d,fashion bags accessories,fashion bolsas e acessorios,400.00,16.00,10.00,12.00,1,267,39,1920.00,Small,Medium,0,0
9523f1a3e7db9e38d55379435bd450c9,baby,bebes,10400.00,33.00,30.00,44.00,10,659,45,43560.00,Large,Very Heavy,0,0
e19ddcc85537b41f22116c8d5425ef46,furniture decor,moveis decoracao,700.00,26.00,8.00,22.00,3,519,48,4576.00,Small,Medium,0,0
9a63fa9eca94ee429d997471304cb60c,perfumery,perfumaria,400.00,16.00,22.00,16.00,2,1043,58,5632.00,Medium,Medium,0,0
28ec94b0adef9c07f96a03ec8dacf6f6,toys,brinquedos,600.00,17.00,12.00,12.00,1,1223,33,2448.00,Small,Medium,0,0
28ce57ecf4afba85e6020ec0209cada9,cool stuff,cool stuff,5650.00,73.00,73.00,20.00,2,248,31,106580.00,Extra Large,Very Heavy,0,0
615cdd12d2db03b570f68c5ac19ab026,home appliances,eletrodomesticos,2667.00,28.00,37.00,33.00,3,190,56,34188.00,Large,Heavy,0,0
9e47ae55f9327141d2dc2cbca3317e49,construction tools safety,construcao ferramentas seguranca,300.00,20.00,4.00,18.00,1,551,59,1440.00,Small,Medium,0,0
5348b1bdd951b67a4d2a58992e2233ed,telephony,telefonia,250.00,17.00,4.00,12.00,6,818,59,816.00,Extra Small,Medium,0,0
2a2d8268d68108112cc3e66fff9c6a7b,sports leisure,esporte lazer,550.00,18.00,18.00,18.00,1,1429,48,5832.00,Medium,Medium,0,0
cc6a0d67ea3d63acca23c81500670843,party supplies,artigos de festas,1350.00,23.00,17.00,18.00,1,459,46,7038.00,Medium,Heavy,0,0
b000447e24e31a4d7e628ca4d0622131,telephony,telefonia,250.00,19.00,4.00,11.00,1,119,33,836.00,Extra Small,Medium,0,0
a5f25345083fc9e537fe69c874886fe7,construction tools construction,construcao ferramentas construcao,23300.00,65.00,58.00,37.00,3,678,54,139490.00,Extra Large,Very Heavy,0,0
76da62260c1793eadb05355edc9fd6ee,sports leisure,esporte lazer,3800.00,34.00,22.00,22.00,1,1599,42,16456.00,Large,Heavy,0,0
2dc2efef0bbccb4ea53e2a21cdd52dc7,baby,bebes,5650.00,60.00,20.00,50.00,4,704,55,60000.00,Extra Large,Very Heavy,0,0
47d663d481777efdbd7f947f96d76bc7,toys,brinquedos,1300.00,16.00,34.00,52.00,3,528,41,28288.00,Large,Heavy,0,0
08f7d5ada29287296d46f79ec4d397d5,health beauty,beleza saude,3100.00,20.00,20.00,16.00,1,2398,58,6400.00,Medium,Heavy,0,0
ad5d8ddac19451ea0f20b6c38afc3bc1,sports leisure,esporte lazer,200.00,17.00,12.00,15.00,1,1860,56,3060.00,Small,Medium,0,0
6a9f754fa948a2f0304ee2b75f801da6,toys,brinquedos,550.00,28.00,6.00,15.00,1,436,38,2520.00,Small,Medium,0,0
063d6951f9aa6a9c2122a9492480d9ef,furniture decor,moveis decoracao,1200.00,60.00,22.00,16.00,4,1141,60,21120.00,Large,Heavy,0,0
aef5dacb8cffba210a6e307dd01e4923,cool stuff,cool stuff,1150.00,36.00,16.00,24.00,2,410,55,13824.00,Medium,Heavy,0,0
b5c9804aab5c4cfd555ebfbc609de43d,sports leisure,esporte lazer,400.00,22.00,12.00,17.00,3,1062,48,4488.00,Small,Medium,0,0
71835d687609f578b92692f98ab16100,furniture decor,moveis decoracao,3500.00,55.00,5.00,40.00,1,1698,29,11000.00,Medium,Heavy,0,0
6a6ac21bea0794ba578bd5614699dcf3,perfumery,perfumaria,7650.00,60.00,50.00,16.00,1,520,36,48000.00,Large,Very Heavy,0,0
2b82632fc977852ca422e8bf3255912f,garden tools,ferramentas jardim,1488.00,28.00,24.00,22.00,2,512,46,14784.00,Medium,Heavy,0,0
e4a944ceb290f6743bc262b3963471e2,stationery,papelaria,800.00,32.00,44.00,13.00,3,462,23,18304.00,Large,Medium,0,0
fc2053a22dde0b067898ea436a86ec6e,bed bath table,cama mesa banho,1900.00,38.00,10.00,33.00,1,158,57,12540.00,Medium,Heavy,0,0
eed8b513f23793f1d52a3baf41f38392,food drink,alimentos bebidas,350.00,21.00,10.00,15.00,1,920,39,3150.00,Small,Medium,0,0
8ee57a1f636eb2e009706bbdb0818ecc,health beauty,beleza saude,700.00,27.00,9.00,18.00,1,533,50,4374.00,Small,Medium,0,0
0b2b7a2dbcdf63ca0044d9e9ef8aa4fa,construction tools safety,construcao ferramentas seguranca,200.00,17.00,7.00,17.00,3,1684,54,2023.00,Small,Medium,0,0
a1edc55bde3207643a142f3e6074e942,uncategorised,uncategorised,400.00,16.00,2.00,11.00,0,0,0,352.00,Extra Small,Medium,1,1
27d089865ecb267c190122ec1feddb8a,watches gifts,relogios presentes,250.00,16.00,2.00,11.00,9,539,60,352.00,Extra Small,Medium,0,0
b9da2805666fccbb12f3aa73f0e94ec6,sports leisure,esporte lazer,150.00,20.00,8.00,16.00,3,1362,43,2560.00,Small,Light,0,0
77feb885b9ca6c9b64934b33e3c0e15e,garden tools,ferramentas jardim,6300.00,37.00,15.00,37.00,3,683,54,20535.00,Large,Very Heavy,0,0
99867d4e33798b303108f7eeb2f91b41,perfumery,perfumaria,85.00,17.00,7.00,13.00,1,755,27,1547.00,Small,Light,0,0
01a630ec9b9f9387e5a91c1f83bd209b,furniture decor,moveis decoracao,300.00,27.00,13.00,16.00,2,381,46,5616.00,Medium,Medium,0,0
c23ce1a424314067b298aeca014aa15c,auto,automotivo,200.00,20.00,6.00,13.00,4,788,56,1560.00,Small,Medium,0,0
03fbf722447bf7fb4a99aff40b8ede7a,musical instruments,instrumentos musicais,7550.00,37.00,23.00,38.00,2,761,59,32338.00,Large,Very Heavy,0,0
ab142a566883e92ca907236477173c6c,uncategorised,uncategorised,250.00,16.00,2.00,11.00,0,0,0,352.00,Extra Small,Medium,1,1
8b5a201cdb79e1962baa08534f71d382,watches gifts,relogios presentes,250.00,16.00,11.00,11.00,2,488,59,1936.00,Small,Medium,0,0
5b4b8595bd33017cf3c87c8ab09c2e42,stationery,papelaria,150.00,17.00,6.00,11.00,1,231,54,1122.00,Small,Light,0,0
deff454ecdd9cb013e9e13a32b1b41e8,auto,automotivo,100.00,24.00,2.00,17.00,3,492,58,816.00,Extra Small,Light,0,0
ca92f5c2276bfd491db575cd9de5a70d,fashion shoes,fashion calcados,800.00,22.00,12.00,33.00,2,404,54,8712.00,Medium,Medium,0,0
6f62dd1f280a651e3334c84c4f1d96b6,perfumery,perfumaria,1000.00,18.00,10.00,20.00,2,663,57,3600.00,Small,Heavy,0,0
0c8862859cb952ee81428f80dc8140d9,garden tools,ferramentas jardim,6000.00,44.00,28.00,25.00,2,730,47,30800.00,Large,Very Heavy,0,0
a55b43b743437ab4a7ffcfc47d2927c7,health beauty,beleza saude,1583.00,22.00,15.00,14.00,1,716,47,4620.00,Small,Heavy,0,0
045c0f3faa3d81ff1af071e0811b2711,watches gifts,relogios presentes,200.00,16.00,11.00,12.00,2,570,49,2112.00,Small,Medium,0,0
a877b6c534fc8a71968d0c24877651e9,housewares,utilidades domesticas,350.00,19.00,20.00,19.00,1,375,47,7220.00,Medium,Medium,0,0
7ea6e431566424822291438eddf3091a,telephony,telefonia,99.00,21.00,3.00,14.00,1,520,36,882.00,Extra Small,Light,0,0
e564a5055dc25c8f77b59bc847898184,signaling and security,sinalizacao e seguranca,300.00,31.00,4.00,15.00,1,698,26,1860.00,Small,Medium,0,0
bd05b9bd1dfd93e2b7c7b7e0a9acb17d,furniture decor,moveis decoracao,1400.00,30.00,11.00,21.00,1,723,48,6930.00,Medium,Heavy,0,0
f25c46ee777a6bee45ade2bec5b85c52,electronics,eletronicos,1450.00,48.00,5.00,12.00,1,425,47,2880.00,Small,Heavy,0,0
f5043f8b770cb875d3157ec66f8a9dd3,telephony,telefonia,125.00,19.00,4.00,11.00,3,501,56,836.00,Extra Small,Light,0,0
a3c933b29543a2b90e9aca184ee7397a,bed bath table,cama mesa banho,350.00,50.00,8.00,40.00,2,184,55,16000.00,Large,Medium,0,0
be62f0c24387eae79f18265ad2a5d8cc,sports leisure,esporte lazer,4100.00,16.00,10.00,16.00,1,2214,60,2560.00,Small,Heavy,0,0
a17986e7f2991a5f5fcbfae5639ca1cf,food drink,alimentos bebidas,300.00,16.00,2.00,12.00,1,246,35,384.00,Extra Small,Medium,0,0
f3fddc967610429e8ee3cf2d089817bf,housewares,utilidades domesticas,150.00,18.00,9.00,16.00,1,137,31,2592.00,Small,Light,0,0
b56ff361e0733eebc1d010432936b706,baby,bebes,200.00,70.00,15.00,50.00,3,985,48,52500.00,Extra Large,Medium,0,0
349dcde76e42ad7a08253c7e825af897,pet shop,pet shop,700.00,30.00,10.00,20.00,1,2161,28,6000.00,Medium,Medium,0,0
